PMID,cell_type,marker_genes,species,tissue_type,DB_name
29073251,CD4 + T cell,CD4,human,blood|peripheral blood|tube,MarkerGeneBERT
29079795,squamous cell,KRT8,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,squamous cell,KRT14,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,sphere cell,TCEAL4,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,sphere cell,TCEAL4,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,REXO1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,PROM1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,CD44,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,CD24,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,THY1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,BMI1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,NANOG,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,POU5F1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,SOX2,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,epithelial,VAT1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,epithelial,BAG1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,epithelial,TCEAL4,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,tumor cell,CD68,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,tumor cell,CD3D,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,squamous cell,KRT14,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,squamous cell,KRT14,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,endometrial side,LCP1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,endometrial side,S100B,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,endometrial side,CTSV,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,cancer cell,CDH1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,cancer cell,ZEB1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,cancer cell,FN1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,cancer cell,VIM,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,cancer cell,THY1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,cancer cell,CD44,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,cancer cell,EPCAM,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,cancer cell,ACTA2,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,SOX2,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,MYC,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stem cell,THY1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,immune cell,MKI67,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,immune cell,BIRC5,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,immune cell,CD20,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,immune cell,FOXP3,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,immune cell,TIA1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,immune cell,CD4,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stromal cell,MKI67,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stromal cell,BIRC5,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stromal cell,CD20,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stromal cell,FOXP3,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stromal cell,TIA1,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29079795,stromal cell,CD4,human,endometrial|szj|tube|endometrial cancer|epithelial,MarkerGeneBERT
29084285,A549 cell line,CD74,human,ovarian cancer|rpe,MarkerGeneBERT
29093439,fibroblast,BRCA2,human,copy|breast,MarkerGeneBERT
29093439,fibroblast,EGFR,human,copy|breast,MarkerGeneBERT
29093439,fibroblast,BRCA2,human,copy|breast,MarkerGeneBERT
29126398,astrocyte,AHCYL1,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,GLUL,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,SLC1A2,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,ALDOC,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,ATP1A2,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,AQP4,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,PPP1R14A,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,MOG,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,HSPA2,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,PLP1,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,ERMN,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,OPALIN,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,CLDN11,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,MBP,human,brain|embryo,MarkerGeneBERT
29126398,neuron,SCG2,human,brain|embryo,MarkerGeneBERT
29126398,neuron,PGM2L1,human,brain|embryo,MarkerGeneBERT
29126398,neuron,SNAP25,human,brain|embryo,MarkerGeneBERT
29126398,neuron,MAP1B,human,brain|embryo,MarkerGeneBERT
29126398,neuron,TMEM130,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,AHCYL1,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,GLUL,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,SLC1A2,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,ALDOC,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,ATP1A2,human,brain|embryo,MarkerGeneBERT
29126398,astrocyte,AQP4,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,PPP1R14A,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,MOG,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,HSPA2,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,PLP1,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,ERMN,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,OPALIN,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,CLDN11,human,brain|embryo,MarkerGeneBERT
29126398,oligodendrocyte,MBP,human,brain|embryo,MarkerGeneBERT
29126398,neuron,SCG2,human,brain|embryo,MarkerGeneBERT
29126398,neuron,PGM2L1,human,brain|embryo,MarkerGeneBERT
29126398,neuron,SNAP25,human,brain|embryo,MarkerGeneBERT
29126398,neuron,MAP1B,human,brain|embryo,MarkerGeneBERT
29126398,neuron,TMEM130,human,brain|embryo,MarkerGeneBERT
29148540,T-helper cell,CD4,human,carcinoma|ductal carcinoma in situ|duct,MarkerGeneBERT
29148540,B-cell,CD20,human,carcinoma|ductal carcinoma in situ|duct,MarkerGeneBERT
29148540,"543,355 stromal cell",CD20,human,carcinoma|ductal carcinoma in situ|duct,MarkerGeneBERT
29148540,"543,355 stromal cell",CD4,human,carcinoma|ductal carcinoma in situ|duct,MarkerGeneBERT
29148540,Clusters 2,EGFR,human,carcinoma|ductal carcinoma in situ|duct,MarkerGeneBERT
29167569,granulocytic,CD15,human,stroma|bone marrow,MarkerGeneBERT
29170529,ILC3,CD7,human,rectum|celiac|duodenum|lymphoma,MarkerGeneBERT
29227469,neuron,GAD1,human,brain,MarkerGeneBERT
29227469,interneuron,SST,human,brain,MarkerGeneBERT
29227469,interneuron,PVALB,human,brain,MarkerGeneBERT
29227469,interneuron,RELN,human,brain,MarkerGeneBERT
29227469,interneuron,VIP,human,brain,MarkerGeneBERT
29227469,cerebellar-specific astrocyte,GRIA1,human,brain,MarkerGeneBERT
29227469,cerebellar-specific astrocyte,ALDH1A1,human,brain,MarkerGeneBERT
29227469,committed mouse progenitor,NEU4,human,brain,MarkerGeneBERT
29227469,committed mouse progenitor,ITPR2,human,brain,MarkerGeneBERT
29227469,mouse OPC,VCAN,human,brain,MarkerGeneBERT
29227469,mouse OPC,SOX6,human,brain,MarkerGeneBERT
29227469,mouse OPC,CSPG4,human,brain,MarkerGeneBERT
29227469,mouse OPC,PDGFRA,human,brain,MarkerGeneBERT
29229984,neuronal,TAC1,human,neural|ganglion,MarkerGeneBERT
29229984,neuronal,SCN9A,human,neural|ganglion,MarkerGeneBERT
29229984,pluripotent stem cell gene,POU5F1,human,neural|ganglion,MarkerGeneBERT
29229984,pluripotent stem cell gene,NANOG,human,neural|ganglion,MarkerGeneBERT
29238047,stem cell,NANOG,human,glioblastoma|glioblastoma tissue,MarkerGeneBERT
29238047,TGF-β,HGF,human,glioblastoma|glioblastoma tissue,MarkerGeneBERT
29238047,stem cell,HGF,human,glioblastoma|glioblastoma tissue,MarkerGeneBERT
29238047,stem cell,HGF,human,glioblastoma|glioblastoma tissue,MarkerGeneBERT
29238047,stem cell,HGF,human,glioblastoma|glioblastoma tissue,MarkerGeneBERT
29238047,stem cell,HGF,human,glioblastoma|glioblastoma tissue,MarkerGeneBERT
29262348,dendritic cell,CD209,human,lung|ovarian cancer|blood|peripheral blood,MarkerGeneBERT
29262348,monocyte,CD209,human,lung|ovarian cancer|blood|peripheral blood,MarkerGeneBERT
29262348,dendritic cell,CD209,human,lung|ovarian cancer|blood|peripheral blood,MarkerGeneBERT
29262348,monocyte,CD209,human,lung|ovarian cancer|blood|peripheral blood,MarkerGeneBERT
29262348,monocyte-derived dendritic cell,CD48,human,lung|ovarian cancer|blood|peripheral blood,MarkerGeneBERT
29262348,monocyte-derived dendritic cell,CD226,human,lung|ovarian cancer|blood|peripheral blood,MarkerGeneBERT
29262845,blood-derived macrophage,ITGA4,human,glioma|blood,MarkerGeneBERT
29262845,microglial Tumor-associated macrophage,P2RY12,human,glioma|blood,MarkerGeneBERT
29262845,microglial Tumor-associated macrophage,CX3CR1,human,glioma|blood,MarkerGeneBERT
29262845,microglial Tumor-associated macrophage,CX3CR1,human,glioma|blood,MarkerGeneBERT
29264769,GABAergic,GAD2,human,brain|thalamu,MarkerGeneBERT
29264769,ErbB4 + cell,MAG,human,brain|thalamu,MarkerGeneBERT
29289569,"2,300 cell",CXCL10,human,breast neoplasm|breast cancer|stroma|patch,MarkerGeneBERT
29317598,neuron,GAD1,human,brain|cerebral cortex,MarkerGeneBERT
29317598,neuronal,VIP,human,brain|cerebral cortex,MarkerGeneBERT
29317598,neuronal,RELN,human,brain|cerebral cortex,MarkerGeneBERT
29317598,neuronal,GAD1,human,brain|cerebral cortex,MarkerGeneBERT
29319504,AT2 cell,SFTPC,human,lung|len,MarkerGeneBERT
29319504,basal cell,SCGB1A1,human,lung|len,MarkerGeneBERT
29319504,AT1 cell,Ager,human,lung|len,MarkerGeneBERT
29322913,monocyte,CD14,human,cortex|cerebral cortex|blood|brain,MarkerGeneBERT
29322913,human monocyte,CD14,human,cortex|cerebral cortex|blood|brain,MarkerGeneBERT
29322913,inhibitory interneuron,GAD1,human,cortex|cerebral cortex|blood|brain,MarkerGeneBERT
29359814,endothelial,CD34,human,pulmonary|pulmonary artery,MarkerGeneBERT
29359814,Endothelial,CD34,human,pulmonary|pulmonary artery,MarkerGeneBERT
29361568,EPI and,GATA6,human,embryo|embryonic,MarkerGeneBERT
29361568,EPI cell,ZFP42,human,embryo|embryonic,MarkerGeneBERT
29361568,EPI cell,TFCP2L1,human,embryo|embryonic,MarkerGeneBERT
29361568,EPI cell,PRDM14,human,embryo|embryonic,MarkerGeneBERT
29361568,primate-specific primitive,RSPO3,human,embryo|embryonic,MarkerGeneBERT
29361568,re-classified primitive endoderm cell,RSPO3,human,embryo|embryonic,MarkerGeneBERT
29361568,8-cell,ARGFX,human,embryo|embryonic,MarkerGeneBERT
29361568,8-cell,KLF17,human,embryo|embryonic,MarkerGeneBERT
29361568,8-cell,ARGFX,human,embryo|embryonic,MarkerGeneBERT
29361568,8-cell,KLF17,human,embryo|embryonic,MarkerGeneBERT
29374777,Intestinal stem cell marker gene,SLC12A2,human,small intestinal|crypt,MarkerGeneBERT
29374777,Intestinal stem cell marker gene,SMOC2,human,small intestinal|crypt,MarkerGeneBERT
29374777,Intestinal stem cell marker gene,OLFM4,human,small intestinal|crypt,MarkerGeneBERT
29374777,Intestinal stem cell marker gene,LGR5,human,small intestinal|crypt,MarkerGeneBERT
29374777,Intestinal stem cell marker gene,SLC12A2,human,small intestinal|crypt,MarkerGeneBERT
29374777,Intestinal stem cell marker gene,SMOC2,human,small intestinal|crypt,MarkerGeneBERT
29374777,Intestinal stem cell marker gene,OLFM4,human,small intestinal|crypt,MarkerGeneBERT
29374777,Intestinal stem cell marker gene,LGR5,human,small intestinal|crypt,MarkerGeneBERT
29391249,fibroblast,COL6A5,human,skin|dermi,MarkerGeneBERT
29391249,fibroblast,CD26,human,skin|dermi,MarkerGeneBERT
29391249,fibroblast,CD26,human,skin|dermi,MarkerGeneBERT
29391249,papillary dermal lineage,CD39,human,skin|dermi,MarkerGeneBERT
29391249,mammary epithelial cell,MUCL1,human,skin|dermi,MarkerGeneBERT
29391249,reticular fibroblast,CD24,human,skin|dermi,MarkerGeneBERT
29391249,pericyte,RGS5,human,skin|dermi,MarkerGeneBERT
29391249,pre-adipocyte,Dlk1,human,skin|dermi,MarkerGeneBERT
29472726,cancer stem,CD44,human,lung,MarkerGeneBERT
29472726,cancer stem,CD44,human,lung,MarkerGeneBERT
29476078,B cell population,MS4A1,human,synovial tissue|valve|joint tissue,MarkerGeneBERT
29476078,CD3 +,CD4,human,synovial tissue|valve|joint tissue,MarkerGeneBERT
29476078,T cell,CD4,human,synovial tissue|valve|joint tissue,MarkerGeneBERT
29476078,CD3 +,CD4,human,synovial tissue|valve|joint tissue,MarkerGeneBERT
29476078,T cell,CD4,human,synovial tissue|valve|joint tissue,MarkerGeneBERT
29476078,fibroblast,CD55,human,synovial tissue|valve|joint tissue,MarkerGeneBERT
29476078,fibroblast,CD55,human,synovial tissue|valve|joint tissue,MarkerGeneBERT
29476078,B cell,MS4A1,human,synovial tissue|valve|joint tissue,MarkerGeneBERT
29476097,fibroblast population,CD34,human,synovial|synovial tissue,MarkerGeneBERT
29483513,T-cell,CD38,human,not detect,MarkerGeneBERT
29491377,Cre-driver line,Htr3a,human,brain|cortex|retina|midbrain,MarkerGeneBERT
29491377,Cre-driver line,Cck,human,brain|cortex|retina|midbrain,MarkerGeneBERT
29491377,Cre-driver line,Vip,human,brain|cortex|retina|midbrain,MarkerGeneBERT
29491377,Cre-driver line,Pvalb,human,brain|cortex|retina|midbrain,MarkerGeneBERT
29491377,Cre-driver line,Sst,human,brain|cortex|retina|midbrain,MarkerGeneBERT
29491377,Cre-driver line,Htr3a,human,brain|cortex|retina|midbrain,MarkerGeneBERT
29491377,Cre-driver line,Cck,human,brain|cortex|retina|midbrain,MarkerGeneBERT
29491377,Cre-driver line,Vip,human,brain|cortex|retina|midbrain,MarkerGeneBERT
29491377,Cre-driver line,Pvalb,human,brain|cortex|retina|midbrain,MarkerGeneBERT
29491377,Cre-driver line,Sst,human,brain|cortex|retina|midbrain,MarkerGeneBERT
29491378,beta-cell,PCSK1,human,tube|islet,MarkerGeneBERT
29491378,type 1 diabetes islet,PCSK1,human,tube|islet,MarkerGeneBERT
29497036,neutrophil,Retnlg,human,blood|bone marrow,MarkerGeneBERT
29497036,neutrophil,Mmp9,human,blood|bone marrow,MarkerGeneBERT
29497036,neutrophil,Mxd1,human,blood|bone marrow,MarkerGeneBERT
29497036,pre-B-cell,ID3,human,blood|bone marrow,MarkerGeneBERT
29497036,pre-B-cell,EBF1,human,blood|bone marrow,MarkerGeneBERT
29497036,dendritic cell,IRF8,human,blood|bone marrow,MarkerGeneBERT
29497036,monocyte,IRF8,human,blood|bone marrow,MarkerGeneBERT
29497036,dendritic cell,IRF7,human,blood|bone marrow,MarkerGeneBERT
29497036,monocyte,IRF7,human,blood|bone marrow,MarkerGeneBERT
29497036,neutrophil,CEBPD,human,blood|bone marrow,MarkerGeneBERT
29497036,neutrophil,CEBPA,human,blood|bone marrow,MarkerGeneBERT
29497036,mast,LMO4,human,blood|bone marrow,MarkerGeneBERT
29497036,basophil,LMO4,human,blood|bone marrow,MarkerGeneBERT
29497036,eosino,LMO4,human,blood|bone marrow,MarkerGeneBERT
29497036,mast,HDC,human,blood|bone marrow,MarkerGeneBERT
29497036,basophil,HDC,human,blood|bone marrow,MarkerGeneBERT
29497036,eosino,HDC,human,blood|bone marrow,MarkerGeneBERT
29497036,erythrocyte,KLF1,human,blood|bone marrow,MarkerGeneBERT
29497036,erythrocyte,GATA1,human,blood|bone marrow,MarkerGeneBERT
29523077,green cell,GNLY,human,brain,MarkerGeneBERT
29523077,green cell,NKG7,human,brain,MarkerGeneBERT
29523077,red cell,GNLY,human,brain,MarkerGeneBERT
29523077,red cell,NKG7,human,brain,MarkerGeneBERT
29523077,natural killer,GNLY,human,brain,MarkerGeneBERT
29523077,natural killer,NKG7,human,brain,MarkerGeneBERT
29545397,Hematopoietic stem cell,CD52,human,fetal blood|blood,MarkerGeneBERT
29545397,Hematopoietic stem cell,ZFP36,human,fetal blood|blood,MarkerGeneBERT
29545397,low cell,CD34,human,fetal blood|blood,MarkerGeneBERT
29545397,early progenitor,SELL,human,fetal blood|blood,MarkerGeneBERT
29545397,early progenitor,GATA2,human,fetal blood|blood,MarkerGeneBERT
29545397,Hematopoietic stem cell,AVP,human,fetal blood|blood,MarkerGeneBERT
29545397,Mo progenitor,CEBPA,human,fetal blood|blood,MarkerGeneBERT
29545397,Mo progenitor,MPO,human,fetal blood|blood,MarkerGeneBERT
29545397,stem cell,CSF3R,human,fetal blood|blood,MarkerGeneBERT
29545397,stem cell,FLT3,human,fetal blood|blood,MarkerGeneBERT
29545397,megakaryocytic,CLEC1A,human,fetal blood|blood,MarkerGeneBERT
29545397,megakaryocytic,ITGA2B,human,fetal blood|blood,MarkerGeneBERT
29545397,megakaryocytic,PF4,human,fetal blood|blood,MarkerGeneBERT
29545397,C4 cell,KIT,human,fetal blood|blood,MarkerGeneBERT
29545397,C4 cell,GATA2,human,fetal blood|blood,MarkerGeneBERT
29545397,lymphoid committed cell,MME,human,fetal blood|blood,MarkerGeneBERT
29545397,megakaryocyte,PF4,human,fetal blood|blood,MarkerGeneBERT
29548006,plasmablast,CD38,human,blood|peripheral blood|peritoneal cavity,MarkerGeneBERT
29548006,plasmablast,CD27,human,blood|peripheral blood|peritoneal cavity,MarkerGeneBERT
29558968,Plasmablast,CD19,human,peripheral blood|blood,MarkerGeneBERT
29558968,Plasmablast,CD19,human,peripheral blood|blood,MarkerGeneBERT
29561959,hematopoietic transcription factor,Gata2,human,tube|small cell,MarkerGeneBERT
29561959,hematopoietic transcription factor,ERG,human,tube|small cell,MarkerGeneBERT
29561959,hematopoietic transcription factor,Lmo2,human,tube|small cell,MarkerGeneBERT
29561959,hematopoietic transcription factor,Etv6,human,tube|small cell,MarkerGeneBERT
29561959,hematopoietic transcription factor,Bmi1,human,tube|small cell,MarkerGeneBERT
29561959,OP9,CD34,human,tube|small cell,MarkerGeneBERT
29561959,human pluripotent stem cell,CD34,human,tube|small cell,MarkerGeneBERT
29561959,hematopoietic progenitor,CD34,human,tube|small cell,MarkerGeneBERT
29574456,Human iPS cell line,NANOG,human,cardiomyopathy.20|heart|catecholaminergic,MarkerGeneBERT
29574456,Human iPS cell line,NANOG,human,cardiomyopathy.20|heart|catecholaminergic,MarkerGeneBERT
29574456,iPSC line,NANOG,human,cardiomyopathy.20|heart|catecholaminergic,MarkerGeneBERT
29576537,Retinal ganglion cell,OPN4,human,retinal ganglion cell|morphological feature,MarkerGeneBERT
29576537,Retinal ganglion cell,CDH6,human,retinal ganglion cell|morphological feature,MarkerGeneBERT
29576537,Retinal ganglion cell,FSTL4,human,retinal ganglion cell|morphological feature,MarkerGeneBERT
